device_id,cycle,pulse_index,direction,conductance_s,pulse_voltage_v,pulse_width_s,pulse_current_a,read_voltage_v,read_current_a,timestamp_s,pulse_terminal,read_terminal,gate_voltage_v,gate_current_a,drain_voltage_v,drain_current_a,source_voltage_v,source_current_a,body_voltage_v,body_current_a,pulse_energy_j
memtransistor_4t-demo,1,23,depression,2.4276766859368262e-05,-4.0,0.01,-4.607685887838708e-09,0.1,2.4276766859368266e-06,1.3199999999999976,gate-to-source,drain-to-source,-4.0,-4.607685887838708e-09,0.1,2.4276766859368266e-06,0.0,-2.4276766859368266e-06,0.0,0.0,1.8430743551354832e-10
memtransistor_4t-demo,1,24,depression,2.1691107885655256e-05,-4.0,0.01,-4.600000000000001e-09,0.1,2.1691107885655256e-06,1.3309999999999975,gate-to-source,drain-to-source,-4.0,-4.600000000000001e-09,0.1,2.1691107885655256e-06,0.0,-2.1691107885655256e-06,0.0,0.0,1.8400000000000004e-10
memtransistor_4t-demo,1,25,depression,1.8929194124416233e-05,-4.0,0.01,-4.607685887838708e-09,0.1,1.8929194124416233e-06,1.3419999999999974,gate-to-source,drain-to-source,-4.0,-4.607685887838708e-09,0.1,1.8929194124416233e-06,0.0,-1.8929194124416233e-06,0.0,0.0,1.8430743551354832e-10
memtransistor_4t-demo,1,26,depression,1.6342536376087816e-05,-4.0,0.01,-4.6304481869954855e-09,0.1,1.6342536376087817e-06,1.3529999999999973,gate-to-source,drain-to-source,-4.0,-4.6304481869954855e-09,0.1,1.6342536376087817e-06,0.0,-1.6342536376087817e-06,0.0,0.0,1.8521792747981943e-10
memtransistor_4t-demo,1,27,depression,1.3214887637190906e-05,-4.0,0.01,-4.667412155078982e-09,0.1,1.3214887637190907e-06,1.3639999999999972,gate-to-source,drain-to-source,-4.0,-4.667412155078982e-09,0.1,1.3214887637190907e-06,0.0,-1.3214887637190907e-06,0.0,0.0,1.866964862031593e-10
memtransistor_4t-demo,1,28,depression,1.0584642745936148e-05,-4.0,0.01,-4.717157287525381e-09,0.1,1.0584642745936148e-06,1.3749999999999971,gate-to-source,drain-to-source,-4.0,-4.717157287525381e-09,0.1,1.0584642745936148e-06,0.0,-1.0584642745936148e-06,0.0,0.0,1.8868629150101524e-10
memtransistor_4t-demo,1,29,depression,8.01838676782769e-06,-4.0,0.01,-4.7777719067921594e-09,0.1,8.018386767827691e-07,1.385999999999997,gate-to-source,drain-to-source,-4.0,-4.7777719067921594e-09,0.1,8.018386767827691e-07,0.0,-8.018386767827691e-07,0.0,0.0,1.9111087627168637e-10
memtransistor_4t-demo,1,30,depression,4.573488955420496e-06,-4.0,0.01,-4.8469266270539644e-09,0.1,4.5734889554204965e-07,1.396999999999997,gate-to-source,drain-to-source,-4.0,-4.8469266270539644e-09,0.1,4.5734889554204965e-07,0.0,-4.5734889554204965e-07,0.0,0.0,1.938770650821586e-10
memtransistor_4t-demo,1,31,depression,2.1767081383821604e-06,-4.0,0.01,-4.921963871193549e-09,0.1,2.1767081383821605e-07,1.4079999999999968,gate-to-source,drain-to-source,-4.0,-4.921963871193549e-09,0.1,2.1767081383821605e-07,0.0,-2.1767081383821605e-07,0.0,0.0,1.9687855484774195e-10
memtransistor_4t-demo,1,0,potentiation,1.8858224743134545e-06,4.0,0.01,5e-09,0.1,1.8858224743134545e-07,0.7150000000000004,gate-to-source,drain-to-source,4.0,5e-09,0.1,1.8858224743134545e-07,0.0,-1.8858224743134545e-07,0.0,0.0,2e-10
memtransistor_4t-demo,1,1,potentiation,3.2561175644162974e-06,4.0,0.01,5.0780361288064515e-09,0.1,3.256117564416298e-07,0.7260000000000004,gate-to-source,drain-to-source,4.0,5.0780361288064515e-09,0.1,3.256117564416298e-07,0.0,-3.256117564416298e-07,0.0,0.0,2.0312144515225807e-10
memtransistor_4t-demo,1,2,potentiation,4.813992478585447e-06,4.0,0.01,5.153073372946036e-09,0.1,4.813992478585447e-07,0.7370000000000004,gate-to-source,drain-to-source,4.0,5.153073372946036e-09,0.1,4.813992478585447e-07,0.0,-4.813992478585447e-07,0.0,0.0,2.0612293491784143e-10
memtransistor_4t-demo,1,3,potentiation,6.242523388248646e-06,4.0,0.01,5.222228093207842e-09,0.1,6.242523388248646e-07,0.7480000000000004,gate-to-source,drain-to-source,4.0,5.222228093207842e-09,0.1,6.242523388248646e-07,0.0,-6.242523388248646e-07,0.0,0.0,2.0888912372831367e-10
memtransistor_4t-demo,1,4,potentiation,7.162336534457509e-06,4.0,0.01,5.282842712474619e-09,0.1,7.16233653445751e-07,0.7590000000000005,gate-to-source,drain-to-source,4.0,5.282842712474619e-09,0.1,7.16233653445751e-07,0.0,-7.16233653445751e-07,0.0,0.0,2.1131370849898477e-10
memtransistor_4t-demo,1,5,potentiation,8.74033325575645e-06,4.0,0.01,5.332587844921018e-09,0.1,8.740333255756451e-07,0.7700000000000005,gate-to-source,drain-to-source,4.0,5.332587844921018e-09,0.1,8.740333255756451e-07,0.0,-8.740333255756451e-07,0.0,0.0,2.1330351379684072e-10
memtransistor_4t-demo,1,6,potentiation,1.0552708577398457e-05,4.0,0.01,5.369551813004515e-09,0.1,1.0552708577398457e-06,0.7810000000000005,gate-to-source,drain-to-source,4.0,5.369551813004515e-09,0.1,1.0552708577398457e-06,0.0,-1.0552708577398457e-06,0.0,0.0,2.1478207252018058e-10
memtransistor_4t-demo,1,7,potentiation,1.1582362564220675e-05,4.0,0.01,5.392314112161292e-09,0.1,1.1582362564220676e-06,0.7920000000000005,gate-to-source,drain-to-source,4.0,5.392314112161292e-09,0.1,1.1582362564220676e-06,0.0,-1.1582362564220676e-06,0.0,0.0,2.1569256448645167e-10
memtransistor_4t-demo,1,8,potentiation,1.3513813263180113e-05,4.0,0.01,5.4e-09,0.1,1.3513813263180114e-06,0.8030000000000005,gate-to-source,drain-to-source,4.0,5.4e-09,0.1,1.3513813263180114e-06,0.0,-1.3513813263180114e-06,0.0,0.0,2.1600000000000003e-10
memtransistor_4t-demo,1,9,potentiation,1.526103024558916e-05,4.0,0.01,5.392314112161292e-09,0.1,1.526103024558916e-06,0.8140000000000005,gate-to-source,drain-to-source,4.0,5.392314112161292e-09,0.1,1.526103024558916e-06,0.0,-1.526103024558916e-06,0.0,0.0,2.1569256448645167e-10
memtransistor_4t-demo,1,10,potentiation,1.726471844946621e-05,4.0,0.01,5.369551813004515e-09,0.1,1.726471844946621e-06,0.8250000000000005,gate-to-source,drain-to-source,4.0,5.369551813004515e-09,0.1,1.726471844946621e-06,0.0,-1.726471844946621e-06,0.0,0.0,2.1478207252018058e-10
memtransistor_4t-demo,1,11,potentiation,1.8932967827893495e-05,4.0,0.01,5.332587844921018e-09,0.1,1.8932967827893497e-06,0.8360000000000005,gate-to-source,drain-to-source,4.0,5.332587844921018e-09,0.1,1.8932967827893497e-06,0.0,-1.8932967827893497e-06,0.0,0.0,2.1330351379684072e-10
memtransistor_4t-demo,1,12,potentiation,2.0568107959247973e-05,4.0,0.01,5.282842712474619e-09,0.1,2.0568107959247976e-06,0.8470000000000005,gate-to-source,drain-to-source,4.0,5.282842712474619e-09,0.1,2.0568107959247976e-06,0.0,-2.0568107959247976e-06,0.0,0.0,2.1131370849898477e-10
memtransistor_4t-demo,1,13,potentiation,2.2462605577315496e-05,4.0,0.01,5.222228093207842e-09,0.1,2.2462605577315497e-06,0.8580000000000005,gate-to-source,drain-to-source,4.0,5.222228093207842e-09,0.1,2.2462605577315497e-06,0.0,-2.2462605577315497e-06,0.0,0.0,2.0888912372831367e-10
memtransistor_4t-demo,1,14,potentiation,2.4452076592279206e-05,4.0,0.01,5.153073372946036e-09,0.1,2.4452076592279207e-06,0.8690000000000005,gate-to-source,drain-to-source,4.0,5.153073372946036e-09,0.1,2.4452076592279207e-06,0.0,-2.4452076592279207e-06,0.0,0.0,2.0612293491784143e-10
memtransistor_4t-demo,1,15,potentiation,2.6843668934325524e-05,4.0,0.01,5.0780361288064515e-09,0.1,2.6843668934325528e-06,0.8800000000000006,gate-to-source,drain-to-source,4.0,5.0780361288064515e-09,0.1,2.6843668934325528e-06,0.0,-2.6843668934325528e-06,0.0,0.0,2.0312144515225807e-10
memtransistor_4t-demo,1,16,potentiation,2.8541847727901792e-05,4.0,0.01,5e-09,0.1,2.854184772790179e-06,0.8910000000000006,gate-to-source,drain-to-source,4.0,5e-09,0.1,2.854184772790179e-06,0.0,-2.854184772790179e-06,0.0,0.0,2e-10
memtransistor_4t-demo,1,17,potentiation,3.073223485186703e-05,4.0,0.01,4.921963871193549e-09,0.1,3.073223485186703e-06,0.9020000000000006,gate-to-source,drain-to-source,4.0,4.921963871193549e-09,0.1,3.073223485186703e-06,0.0,-3.073223485186703e-06,0.0,0.0,1.9687855484774195e-10
memtransistor_4t-demo,1,18,potentiation,3.310211268972804e-05,4.0,0.01,4.8469266270539644e-09,0.1,3.3102112689728045e-06,0.9130000000000006,gate-to-source,drain-to-source,4.0,4.8469266270539644e-09,0.1,3.3102112689728045e-06,0.0,-3.3102112689728045e-06,0.0,0.0,1.938770650821586e-10
memtransistor_4t-demo,1,19,potentiation,3.531485119568423e-05,4.0,0.01,4.7777719067921594e-09,0.1,3.5314851195684234e-06,0.9240000000000006,gate-to-source,drain-to-source,4.0,4.7777719067921594e-09,0.1,3.5314851195684234e-06,0.0,-3.5314851195684234e-06,0.0,0.0,1.9111087627168637e-10
memtransistor_4t-demo,1,20,potentiation,3.7684254438106794e-05,4.0,0.01,4.717157287525381e-09,0.1,3.7684254438106794e-06,0.9350000000000006,gate-to-source,drain-to-source,4.0,4.717157287525381e-09,0.1,3.7684254438106794e-06,0.0,-3.7684254438106794e-06,0.0,0.0,1.8868629150101524e-10
memtransistor_4t-demo,1,21,potentiation,3.996043300275197e-05,4.0,0.01,4.667412155078982e-09,0.1,3.996043300275197e-06,0.9460000000000006,gate-to-source,drain-to-source,4.0,4.667412155078982e-09,0.1,3.996043300275197e-06,0.0,-3.996043300275197e-06,0.0,0.0,1.866964862031593e-10
memtransistor_4t-demo,1,22,potentiation,4.2729308213047475e-05,4.0,0.01,4.6304481869954855e-09,0.1,4.272930821304747e-06,0.9570000000000006,gate-to-source,drain-to-source,4.0,4.6304481869954855e-09,0.1,4.272930821304747e-06,0.0,-4.272930821304747e-06,0.0,0.0,1.8521792747981943e-10
memtransistor_4t-demo,1,23,potentiation,4.526852495496126e-05,4.0,0.01,4.607685887838708e-09,0.1,4.526852495496127e-06,0.9680000000000006,gate-to-source,drain-to-source,4.0,4.607685887838708e-09,0.1,4.526852495496127e-06,0.0,-4.526852495496127e-06,0.0,0.0,1.8430743551354832e-10
memtransistor_4t-demo,1,24,potentiation,4.831039778138505e-05,4.0,0.01,4.600000000000001e-09,0.1,4.831039778138505e-06,0.9790000000000006,gate-to-source,drain-to-source,4.0,4.600000000000001e-09,0.1,4.831039778138505e-06,0.0,-4.831039778138505e-06,0.0,0.0,1.8400000000000004e-10
memtransistor_4t-demo,1,25,potentiation,5.10081890768213e-05,4.0,0.01,4.607685887838708e-09,0.1,5.1008189076821305e-06,0.9900000000000007,gate-to-source,drain-to-source,4.0,4.607685887838708e-09,0.1,5.1008189076821305e-06,0.0,-5.1008189076821305e-06,0.0,0.0,1.8430743551354832e-10
memtransistor_4t-demo,1,26,potentiation,5.3764360584385934e-05,4.0,0.01,4.6304481869954855e-09,0.1,5.376436058438594e-06,1.0010000000000006,gate-to-source,drain-to-source,4.0,4.6304481869954855e-09,0.1,5.376436058438594e-06,0.0,-5.376436058438594e-06,0.0,0.0,1.8521792747981943e-10
memtransistor_4t-demo,1,27,potentiation,5.689485006900868e-05,4.0,0.01,4.667412155078982e-09,0.1,5.689485006900868e-06,1.0120000000000005,gate-to-source,drain-to-source,4.0,4.667412155078982e-09,0.1,5.689485006900868e-06,0.0,-5.689485006900868e-06,0.0,0.0,1.866964862031593e-10
memtransistor_4t-demo,1,28,potentiation,5.977637980485769e-05,4.0,0.01,4.717157287525381e-09,0.1,5.9776379804857695e-06,1.0230000000000004,gate-to-source,drain-to-source,4.0,4.717157287525381e-09,0.1,5.9776379804857695e-06,0.0,-5.9776379804857695e-06,0.0,0.0,1.8868629150101524e-10
memtransistor_4t-demo,1,29,potentiation,6.324877099694398e-05,4.0,0.01,4.7777719067921594e-09,0.1,6.324877099694399e-06,1.0340000000000003,gate-to-source,drain-to-source,4.0,4.7777719067921594e-09,0.1,6.324877099694399e-06,0.0,-6.324877099694399e-06,0.0,0.0,1.9111087627168637e-10
memtransistor_4t-demo,1,30,potentiation,6.63259890158198e-05,4.0,0.01,4.8469266270539644e-09,0.1,6.63259890158198e-06,1.0450000000000002,gate-to-source,drain-to-source,4.0,4.8469266270539644e-09,0.1,6.63259890158198e-06,0.0,-6.63259890158198e-06,0.0,0.0,1.938770650821586e-10
memtransistor_4t-demo,1,31,potentiation,6.984701000025279e-05,4.0,0.01,4.921963871193549e-09,0.1,6.984701000025279e-06,1.056,gate-to-source,drain-to-source,4.0,4.921963871193549e-09,0.1,6.984701000025279e-06,0.0,-6.984701000025279e-06,0.0,0.0,1.9687855484774195e-10
